step_id,model_type,scenario_id,latency_ms,emotional_valence,coherence_score,planning_effectiveness,behavioral_alignment,fact_recall,rule_adherence,persona_consistency,emotional_trajectory,sensory_integration,decision_consistency,memory_hits
13,Brain_No_Emotion,Operation:_Stratosphere_Zero,62845.0468,0,8,7,8,10,9,8,7,2,10,2
13,Baseline,Operation:_Stratosphere_Zero,32952.8841,0.5,3,2,3,2,1,1,2,1,5,0
1,BrainCEMISID,The_Best_Man’s_Toast,53459.7574,0.4,9,10,10,10,10,10,9,2,10,2
1,Brain_No_Memory,The_Best_Man’s_Toast,26061.7136,0.4,9,10,10,9,9,10,9,2,9,2
1,Brain_No_Emotion,The_Best_Man’s_Toast,37337.2421,0,10,10,10,10,10,9,9,2,10,2
1,Baseline,The_Best_Man’s_Toast,600009.1095,0.5,1,1,1,1,1,1,1,1,1,0
2,BrainCEMISID,The_Best_Man’s_Toast,41450.6916,0.5875,9,8,9,1,10,10,9,8,9,2
2,Brain_No_Memory,The_Best_Man’s_Toast,35909.8011,0.5875,7,5,9,6,8,10,9,7,8,2
2,Brain_No_Emotion,The_Best_Man’s_Toast,43851.2128,0,3,3,3,1,3,2,0,1,3,2
2,Baseline,The_Best_Man’s_Toast,600023.4909,0.5,1,1,1,1,1,1,1,1,1,0
3,BrainCEMISID,The_Best_Man’s_Toast,41669.8228,0.690625,10,10,9,10,10,10,9,5,10,2
3,Brain_No_Memory,The_Best_Man’s_Toast,32166.3827,0.690625,8,9,9,9,9,10,10,8,9,2
3,Brain_No_Emotion,The_Best_Man’s_Toast,50178.2004,0,9,6,4,10,10,6,2,2,9,2
3,Baseline,The_Best_Man’s_Toast,29804.0141,0.5,9,8,8,10,10,7,9,5,10,0
4,BrainCEMISID,The_Best_Man’s_Toast,61031.0871,0.6325,9,9,10,2,10,10,9,3,10,2
4,Brain_No_Memory,The_Best_Man’s_Toast,32968.8875,0.6325,1,2,3,0,0,1,4,2,1,2
4,Brain_No_Emotion,The_Best_Man’s_Toast,38652.8993,0,6,4,3,2,3,3,3,5,3,2
4,Baseline,The_Best_Man’s_Toast,30035.1606,0.5,3,3,1,2,1,1,2,1,2,0
5,BrainCEMISID,The_Best_Man’s_Toast,64949.0332,0.63775,9,9,10,2,10,10,9,3,10,2
5,Brain_No_Memory,The_Best_Man’s_Toast,38274.0335,0.663625,8,10,9,4,9,10,9,3,9,2
5,Brain_No_Emotion,The_Best_Man’s_Toast,44682.7627,0,9,7,8,3,10,8,7,1,9,2
5,Baseline,The_Best_Man’s_Toast,37280.1669,0.5,1,1,1,2,1,1,1,1,1,0
6,BrainCEMISID,The_Best_Man’s_Toast,43737.2741,0.69265,4,5,2,1,2,1,5,2,6,2
6,Brain_No_Memory,The_Best_Man’s_Toast,31432.0252,0.708175,8,9,3,7,9,10,9,5,9,2
6,Brain_No_Emotion,The_Best_Man’s_Toast,45812.5834,0,8,8,5,3,4,1,7,6,9,2
6,Baseline,The_Best_Man’s_Toast,59056.0579,0.5,3,3,3,1,3,3,1,1,3,0
7,BrainCEMISID,The_Best_Man’s_Toast,56322.1456,0.54265,9,6,8,3,8,10,8,3,8,2
7,Brain_No_Memory,The_Best_Man’s_Toast,41855.2091,0.558175,4,2,3,2,1,5,3,2,1,2
7,Brain_No_Emotion,The_Best_Man’s_Toast,48536.396,0,9,5,4,8,3,1,7,8,6,2
7,Baseline,The_Best_Man’s_Toast,49161.1678,0.5,4,5,2,3,1,1,5,2,4,0
8,BrainCEMISID,The_Best_Man’s_Toast,57237.6559,0.63559,8,8,9,5,9,9,9,3,9,2
8,Brain_No_Memory,The_Best_Man’s_Toast,40580.8052,0.644905,2,3,3,0,2,3,1,1,2,2
8,Brain_No_Emotion,The_Best_Man’s_Toast,56047.5955,0,9,8,9,8,10,8,7,6,9,2
8,Baseline,The_Best_Man’s_Toast,28705.6279,0.5,3,2,2,5,2,3,4,3,2,0
9,BrainCEMISID,The_Best_Man’s_Toast,60591.5959,0.691354,6,2,2,6,2,5,3,2,2,2
9,Brain_No_Memory,The_Best_Man’s_Toast,32461.9865,0.696943,8,8,10,6,9,9,8,4,9,2
9,Brain_No_Emotion,The_Best_Man’s_Toast,37459.9002,0,10,9,10,10,10,8,7,6,10,2
9,Baseline,The_Best_Man’s_Toast,31045.0172,0.5,10,9,10,8,10,6,7,5,10,0
10,BrainCEMISID,The_Best_Man’s_Toast,51487.5882,0.6560155,9,7,7,10,10,9,8,2,9,2
10,Brain_No_Memory,The_Best_Man’s_Toast,29162.2134,0.66020725,7,7,8,9,9,9,8,3,8,2
10,Brain_No_Emotion,The_Best_Man’s_Toast,50785.4277,0,9,7,6,10,10,6,7,3,9,2
10,Baseline,The_Best_Man’s_Toast,54067.7715,0.5,9,6,7,10,10,9,8,3,9,0
11,BrainCEMISID,The_Best_Man’s_Toast,52616.9421,0.6048124,9,10,10,10,10,10,9,5,10,2
11,Brain_No_Memory,The_Best_Man’s_Toast,31183.8776,0.6081658,8,8,9,5,9,9,8,4,9,2
11,Brain_No_Emotion,The_Best_Man’s_Toast,47227.9552,0,9,10,10,10,10,9,8,6,10,2
11,Baseline,The_Best_Man’s_Toast,32634.4012,0.5,9,6,9,6,10,2,5,4,10,0
12,BrainCEMISID,The_Best_Man’s_Toast,51694.2802,0.52291,8,8,6,4,10,9,7,6,9,2
12,Brain_No_Memory,The_Best_Man’s_Toast,37342.5867,0.52291,7,6,6,3,9,9,6,4,7,2
12,Brain_No_Emotion,The_Best_Man’s_Toast,44819.3745,0,9,8,9,6,10,9,8,5,10,2
12,Baseline,The_Best_Man’s_Toast,34230.8879,0.5,1,1,1,2,1,1,1,1,1,0
13,BrainCEMISID,The_Best_Man’s_Toast,49225.0616,0.561037,9,9,9,8,9,10,9,2,10,2
13,Brain_No_Memory,The_Best_Man’s_Toast,30264.705,0.561037,9,10,10,9,9,10,9,1,9,2
13,Brain_No_Emotion,The_Best_Man’s_Toast,50270.1847,0,9,8,9,8,8,8,7,1,9,2
13,Baseline,The_Best_Man’s_Toast,31338.3388,0.5,4,7,8,8,6,9,8,4,8,0
1,BrainCEMISID,The_Alithia-7_Pressure_Breach,55613.0211,0.3,3,3,3,1,3,3,1,1,3,2
1,Brain_No_Memory,The_Alithia-7_Pressure_Breach,31811.6647,0.3,7,5,3,9,7,6,5,1,8,2
1,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,42564.128,0,10,9,10,10,10,8,7,1,10,2
1,Baseline,The_Alithia-7_Pressure_Breach,21098.6166,0.5,10,8,4,10,10,2,2,1,10,0
2,BrainCEMISID,The_Alithia-7_Pressure_Breach,49025.5654,0.49,8,6,3,3,7,8,5,3,8,2
2,Brain_No_Memory,The_Alithia-7_Pressure_Breach,34444.2362,0.49,8,8,9,5,8,10,9,7,8,2
2,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,45166.0669,0,8,4,3,8,8,8,1,3,6,2
2,Baseline,The_Alithia-7_Pressure_Breach,38607.5445,0.5,5,3,1,2,3,1,2,2,3,0
3,BrainCEMISID,The_Alithia-7_Pressure_Breach,57578.2373,0.67,7,5,6,9,4,9,8,5,8,2
3,Brain_No_Memory,The_Alithia-7_Pressure_Breach,41865.5229,0.67,8,8,10,8,9,9,8,5,9,2
3,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,45506.1146,0,8,3,4,9,10,8,7,5,5,2
3,Baseline,The_Alithia-7_Pressure_Breach,56224.5201,0.5,8,3,5,9,10,2,4,1,9,0
4,BrainCEMISID,The_Alithia-7_Pressure_Breach,53928.6213,0.712,9,8,9,3,10,8,7,6,9,2
4,Brain_No_Memory,The_Alithia-7_Pressure_Breach,31063.5671,0.712,6,3,2,4,7,3,2,4,6,2
4,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,57905.3826,0,9,8,9,2,9,8,7,4,10,2
4,Baseline,The_Alithia-7_Pressure_Breach,600012.1143,0.5,1,1,1,1,1,1,1,1,1,0
5,BrainCEMISID,The_Alithia-7_Pressure_Breach,61466.8824,0.7372,8,4,5,4,9,7,2,4,8,2
5,Brain_No_Memory,The_Alithia-7_Pressure_Breach,36316.7275,0.7372,9,10,3,9,9,6,5,3,9,2
5,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,48163.6035,0,8,6,10,10,10,8,8,4,9,2
5,Baseline,The_Alithia-7_Pressure_Breach,36685.7573,0.5,2,3,1,5,2,1,1,3,3,0
6,BrainCEMISID,The_Alithia-7_Pressure_Breach,57739.2083,0.77296,8,3,7,7,7,9,8,3,8,2
6,Brain_No_Memory,The_Alithia-7_Pressure_Breach,32319.227,0.77296,9,2,8,9,9,10,10,6,7,2
6,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,45652.3344,0,8,6,6,8,8,6,4,3,9,2
6,Baseline,The_Alithia-7_Pressure_Breach,30411.328,0.5,4,3,1,3,1,1,1,1,2,0
7,BrainCEMISID,The_Alithia-7_Pressure_Breach,48608.5536,0.792628,8,2,2,9,10,7,2,3,8,2
7,Brain_No_Memory,The_Alithia-7_Pressure_Breach,28879.5646,0.792628,5,2,2,5,4,3,2,1,2,2
7,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,41739.8491,0,7,3,2,8,6,3,1,1,3,2
7,Baseline,The_Alithia-7_Pressure_Breach,62172.8179,0.5,2,2,1,6,2,1,1,1,1,0
8,BrainCEMISID,The_Alithia-7_Pressure_Breach,53470.5833,0.7855768,8,4,5,7,6,8,7,2,5,2
8,Brain_No_Memory,The_Alithia-7_Pressure_Breach,30654.0548,0.7855768,8,10,8,7,9,9,9,3,9,2
8,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,40240.1193,0,9,10,9,8,10,8,7,2,10,2
8,Baseline,The_Alithia-7_Pressure_Breach,47860.7914,0.5,3,2,1,4,2,1,1,1,2,0
9,BrainCEMISID,The_Alithia-7_Pressure_Breach,57798.6186,0.79956724,10,7,10,10,9,10,10,8,10,2
9,Brain_No_Memory,The_Alithia-7_Pressure_Breach,38231.1863,0.79956724,6,3,3,8,4,8,7,2,2,2
9,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,51582.7283,0,9,8,9,10,8,8,7,1,9,2
9,Baseline,The_Alithia-7_Pressure_Breach,71102.7418,0.5,3,1,1,9,3,1,1,1,1,0
10,BrainCEMISID,The_Alithia-7_Pressure_Breach,56704.4541,0.82478362,10,10,9,10,10,10,9,7,10,2
10,Brain_No_Memory,The_Alithia-7_Pressure_Breach,49343.7415,0.82478362,8,7,6,9,9,8,4,5,8,2
10,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,57503.6744,0,9,6,3,10,10,7,5,3,9,2
10,Baseline,The_Alithia-7_Pressure_Breach,29388.7922,0.5,3,4,2,5,2,2,3,5,3,0
11,BrainCEMISID,The_Alithia-7_Pressure_Breach,52464.3083,0.804870172,10,9,10,8,10,9,9,4,10,2
11,Brain_No_Memory,The_Alithia-7_Pressure_Breach,35777.8441,0.804870172,9,10,10,9,9,10,9,3,9,2
11,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,45588.2706,0,10,10,10,10,10,9,9,1,10,2
11,Baseline,The_Alithia-7_Pressure_Breach,95981.7137,0.5,6,3,3,8,4,1,1,1,9,0
12,BrainCEMISID,The_Alithia-7_Pressure_Breach,48258.3964,0.7756656118,10,10,10,9,10,10,9,4,10,2
12,Brain_No_Memory,The_Alithia-7_Pressure_Breach,30246.3141,0.7756656118,8,9,10,9,9,9,9,4,9,2
12,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,40540.6709,0,9,10,9,4,10,8,7,1,10,2
12,Baseline,The_Alithia-7_Pressure_Breach,596497.3348,0.5,3,3,3,1,3,3,1,1,3,0
13,BrainCEMISID,The_Alithia-7_Pressure_Breach,356301.3666,0.6670270402,9,8,9,8,10,10,9,1,9,2
13,Brain_No_Memory,The_Alithia-7_Pressure_Breach,33427.472,0.6670270402,8,8,7,2,9,9,8,3,8,2
13,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,41818.5359,0,9,6,2,9,5,6,0,2,9,2
13,Baseline,The_Alithia-7_Pressure_Breach,53728.8813,0.5,6,4,4,3,2,1,5,2,6,0
1,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,49483.332,0.45,9,10,9,10,10,9,8,1,10,2
1,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,28615.5155,0.45,8,9,10,9,9,10,9,1,9,2
1,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,35177.7377,0,10,10,7,10,10,6,4,1,10,2
1,Baseline,Andean_Disaster_Response:_Autonomous_Triage,31400.387,0.5,10,10,10,10,10,9,9,1,10,0
2,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,48047.2241,0.51,9,8,9,10,10,10,9,6,9,2
2,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,24392.1889,0.51,6,5,4,0,1,8,6,3,6,2
2,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,45103.709,0,10,8,4,10,10,9,7,6,10,2
2,Baseline,Andean_Disaster_Response:_Autonomous_Triage,61491.6771,0.5,7,6,2,1,2,2,2,4,5,0
3,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,53887.861,0.648,7,3,6,9,6,8,8,2,6,2
3,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,34410.3294,0.648,7,3,6,9,1,9,9,3,3,2
3,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,40263.2459,0,3,1,1,8,1,8,2,4,1,2
3,Baseline,Andean_Disaster_Response:_Autonomous_Triage,53672.7694,0.5,9,7,6,10,10,2,4,2,10,0
4,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,46899.4644,0.694,7,4,2,6,5,2,2,3,4,2
4,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,30121.4516,0.694,4,2,2,0,1,2,3,3,3,2
4,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,39750.9428,0,5,4,3,6,5,3,2,1,4,2
4,Baseline,Andean_Disaster_Response:_Autonomous_Triage,33665.399,0.5,4,3,1,2,3,1,1,2,3,0
5,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,52419.8063,0.7492,5,2,3,10,1,7,6,2,4,2
5,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,26788.8538,0.7492,3,2,2,5,1,7,5,1,2,2
5,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,39213.2539,0,8,3,2,9,3,4,4,1,7,2
5,Baseline,Andean_Disaster_Response:_Autonomous_Triage,29839.429,0.5,3,4,2,9,2,1,2,1,5,0
6,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,60029.2726,0.77956,8,2,5,7,2,9,8,5,4,2
6,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,36099.2967,0.77956,8,5,9,7,9,9,8,4,8,2
6,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,50027.2805,0,9,8,8,9,9,9,8,4,9,2
6,Baseline,Andean_Disaster_Response:_Autonomous_Triage,600019.7891,0.5,1,1,1,1,1,1,1,1,1,0
7,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,56046.2054,0.777736,8,7,7,8,10,9,4,2,9,2
7,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,40178.462,0.777736,8,8,9,9,9,9,9,6,9,2
7,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,53085.957,0,10,8,9,10,10,8,6,6,10,2
7,Baseline,Andean_Disaster_Response:_Autonomous_Triage,31374.1249,0.5,2,2,1,4,2,1,1,1,2,0
8,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,49059.965,0.7580284,10,9,10,8,10,9,8,2,10,2
8,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,32939.9548,0.7580284,7,4,6,7,6,9,8,3,6,2
8,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,46836.4054,0,9,7,8,5,9,8,7,3,9,2
8,Baseline,Andean_Disaster_Response:_Autonomous_Triage,19814.9226,0.5,8,7,5,9,6,3,5,2,7,0
9,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,49053.4265,0.729325024,7,3,4,10,5,6,5,1,4,2
9,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,37812.9501,0.729325024,9,8,10,9,9,9,8,1,9,2
9,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,53321.4893,0,7,3,2,10,2,7,5,1,5,2
9,Baseline,Andean_Disaster_Response:_Autonomous_Triage,58149.6225,0.5,2,2,1,4,1,1,1,1,1,0
10,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,50110.9579,0.755811715,10,10,5,10,10,8,8,3,10,2
10,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,34517.3958,0.755811715,8,9,6,9,9,9,9,3,9,2
10,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,48778.5543,0,9,10,5,10,10,8,7,2,10,2
10,Baseline,Andean_Disaster_Response:_Autonomous_Triage,600018.578,0.5,2,1,1,1,1,1,1,1,1,0
11,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,53304.6425,0.8029058575,6,8,1,4,1,8,8,4,2,2
11,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,35341.8289,0.8029058575,6,8,1,5,0,9,8,2,1,2
11,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,40199.9795,0,6,8,1,7,1,8,7,2,1,2
11,Baseline,Andean_Disaster_Response:_Autonomous_Triage,33607.2397,0.5,9,8,10,10,10,3,4,3,10,0
12,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,57652.3919,0.7708240805,8,6,5,7,8,8,7,1,9,2
12,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,30453.8389,0.7708240805,8,5,4,9,9,8,8,1,9,2
12,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,45749.4702,0,8,7,6,2,9,6,6,1,9,2
12,Baseline,Andean_Disaster_Response:_Autonomous_Triage,41569.7003,0.5,4,3,2,5,2,1,1,1,4,0
13,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,45249.97,0.6966592644,8,7,5,9,8,8,7,1,8,2
13,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,30847.4131,0.6966592644,7,5,3,5,7,6,5,1,4,2
13,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,44451.1594,0,9,8,9,7,10,8,7,1,10,2
13,Baseline,Andean_Disaster_Response:_Autonomous_Triage,21430.3485,0.5,3,2,1,4,1,1,1,1,1,0
1,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,61971.2216,0.2,9,10,5,10,10,8,8,1,9,2
1,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,39103.3137,0.2,7,8,4,9,9,4,5,1,7,2
1,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,44487.5299,0,9,10,8,10,10,8,7,1,9,2
1,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,32937.2764,0.5,8,9,4,10,10,5,5,1,10,0
2,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,55565.5757,0.3,9,6,9,8,9,10,9,7,9,2
2,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,23584.5253,0.3,8,7,9,6,8,9,10,6,8,2
2,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,46703.4843,0,9,4,10,8,9,8,9,5,8,2
2,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,45216.1385,0.5,3,4,1,7,2,1,1,4,5,0
3,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,63495.609,0.45,8,5,2,7,3,7,2,3,6,2
3,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,31043.1213,0.45,8,5,4,7,6,8,4,4,6,2
3,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,58227.5188,0,7,5,2,4,3,4,1,3,6,2
3,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,53727.8773,0.5,7,4,2,3,3,2,3,2,5,0
4,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,44626.9854,0.615,9,7,10,5,8,9,9,7,10,2
4,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,35906.7388,0.615,7,3,4,8,9,3,4,6,6,2
4,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,49356.3258,0,4,2,4,8,4,8,6,8,2,2
4,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,52120.1156,0.5,9,7,7,9,10,5,8,8,9,0
5,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,55850.0103,0.572,6,3,2,4,7,6,3,3,5,2
5,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,36374.9935,0.572,8,7,3,5,4,9,8,6,7,2
5,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,51089.6248,0,8,3,3,8,7,8,8,6,8,2
5,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,50831.1921,0.5,9,8,3,9,8,4,6,7,9,0
6,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,57959.6796,0.5954,6,3,4,8,9,4,3,1,7,2
6,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,29075.4863,0.5954,8,7,8,4,8,9,8,4,8,2
6,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,46776.2431,0,9,8,9,10,10,8,7,2,9,2
6,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,53630.4254,0.5,9,8,6,8,10,5,8,2,9,0
7,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,41748.1381,0.7227,9,8,10,9,4,10,10,4,10,2
7,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,37565.2985,0.69497,7,8,10,8,3,8,8,3,8,2
7,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,56280.6673,0,6,5,8,4,7,7,4,3,7,2
7,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,27928.5545,0.5,4,3,1,5,3,1,2,1,2,0
8,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,76783.4847,0.722255,8,3,2,10,2,6,3,6,5,2
8,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,31995.1517,0.7042305,7,4,2,9,2,4,4,6,4,2
8,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,37058.0166,0,9,6,7,10,8,8,7,6,8,2
8,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,27662.7341,0.5,2,1,1,4,1,1,1,1,1,0
9,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,55195.0823,0.59364225,6,4,6,4,5,6,4,3,4,2
9,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,30355.1235,0.59445145,7,5,8,7,5,9,7,3,7,2
9,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,42169.4534,0,8,7,9,9,9,7,6,3,8,2
9,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,31249.9519,0.5,2,2,1,2,1,1,1,1,1,0
10,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,44062.8691,0.685998565,8,5,6,9,10,9,7,4,8,2
10,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,39961.8699,0.6944482975,8,6,8,9,9,10,9,4,8,2
10,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,46564.4421,0,8,5,6,9,10,7,6,4,8,2
10,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,37332.2971,0.5,3,3,3,1,3,3,1,1,3,0
11,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,55887.3474,0.7447992108,4,1,2,7,2,4,3,2,1,2
11,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,30733.2025,0.7494465636,2,1,1,7,0,4,4,2,1,2
11,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,44518.4284,0,5,2,3,4,5,2,1,2,4,2
11,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,26531.9166,0.5,2,2,1,4,1,1,2,2,1,0
12,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,52304.2902,0.675740089,8,8,6,8,9,6,7,3,9,2
12,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,35566.04,0.662970682,6,3,2,5,3,3,2,1,4,2
12,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,52589.3654,0,4,6,2,7,8,2,0,1,4,2
12,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,48908.5154,0.5,9,10,7,10,10,9,7,5,10,0
13,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,55168.1935,0.6680180623,9,9,10,7,10,10,9,4,10,2
13,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,24988.2803,0.6590794774,2,3,3,0,2,3,1,1,2,2
13,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,40705.8727,0,3,3,3,1,3,2,1,1,3,2
13,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,84120.822,0.5,2,2,1,3,2,1,2,1,3,0
1,BrainCEMISID,The_High-Pressure_Monday_Morning,47010.2522,0.35,10,10,10,10,10,10,9,2,10,2
1,Brain_No_Memory,The_High-Pressure_Monday_Morning,33286.7233,0.35,8,7,5,8,7,10,9,1,9,2
1,Brain_No_Emotion,The_High-Pressure_Monday_Morning,45036.0511,0,10,10,10,10,10,9,8,1,10,2
1,Baseline,The_High-Pressure_Monday_Morning,31810.6491,0.5,10,8,8,10,10,2,3,1,10,0
2,BrainCEMISID,The_High-Pressure_Monday_Morning,55946.0169,0.52,10,10,9,10,10,9,9,1,10,2
2,Brain_No_Memory,The_High-Pressure_Monday_Morning,35254.4137,0.52,8,8,4,9,9,7,4,1,8,2
2,Brain_No_Emotion,The_High-Pressure_Monday_Morning,38663.8855,0,10,10,2,9,10,7,1,1,10,2
2,Baseline,The_High-Pressure_Monday_Morning,92790.4476,0.5,9,8,2,10,2,2,1,1,7,0
3,BrainCEMISID,The_High-Pressure_Monday_Morning,50675.6424,0.622,9,8,8,9,10,10,9,7,9,2
3,Brain_No_Memory,The_High-Pressure_Monday_Morning,26769.3322,0.622,8,7,9,7,9,10,10,6,8,2
3,Brain_No_Emotion,The_High-Pressure_Monday_Morning,34237.806,0,9,5,5,5,9,8,5,4,8,2
3,Baseline,The_High-Pressure_Monday_Morning,600017.2391,0.5,1,1,1,1,1,1,1,1,1,0
4,BrainCEMISID,The_High-Pressure_Monday_Morning,49643.6049,0.5512,9,7,6,5,8,9,8,2,9,2
4,Brain_No_Memory,The_High-Pressure_Monday_Morning,27524.3113,0.5512,2,4,5,3,2,8,7,1,5,2
4,Brain_No_Emotion,The_High-Pressure_Monday_Morning,23330.5781,0,9,7,6,5,8,8,6,2,9,2
4,Baseline,The_High-Pressure_Monday_Morning,20569.3414,0.5,6,5,2,4,2,1,2,1,4,0
5,BrainCEMISID,The_High-Pressure_Monday_Morning,35641.4106,0.52096,9,8,9,10,10,10,9,8,10,2
5,Brain_No_Memory,The_High-Pressure_Monday_Morning,18335.6745,0.52096,8,8,10,9,9,10,9,2,9,2
5,Brain_No_Emotion,The_High-Pressure_Monday_Morning,28001.4786,0,7,3,3,10,5,8,6,2,4,2
5,Baseline,The_High-Pressure_Monday_Morning,600017.3468,0.5,1,1,1,1,1,1,1,1,1,0
